id,Date,Product,Category,Region,Units_Sold,Revenue,Cost,Logistics_Cost,Overhead_Cost,Total_Cost,Net_Profit,Loss,Profit_Status,Loss_Percentage,Loss_Reason,Customer_Age,Gender,Season,Festival,Trend
18587,2025-05-28,Headphones,Fashion,North,165,542685,576180,10963,13431,600574,0,57889,Loss,9.64,High Cost,20,Male,Monsoon,Diwali,Low Demand
18588,2025-07-08,Mobile,Accessories,South,32,149920,140950,5685,7687,154322,0,4402,Loss,2.85,Off Season,24,Male,Summer,Ugadi,Seasonal Spike
18589,2025-03-15,T-Shirt,Accessories,West,35,166390,132020,8517,8875,149412,16978,0,Profit,0,None,39,Female,Spring,Ugadi,Seasonal Spike
18590,2025-02-24,Jeans,Accessories,North,147,204918,203546,15582,5539,224667,0,19749,Loss,8.79,High Logistics,23,Female,Summer,Valentine,Stable
18591,2025-03-25,Watch,Gift,West,85,205785,156079,14180,11715,181974,23811,0,Profit,0,None,33,Male,Summer,Diwali,Seasonal Spike
18592,2025-01-24,Headphones,Electronics,West,196,270480,234392,17240,8864,260496,9984,0,Profit,0,None,26,Female,Spring,None,Seasonal Spike
18593,2025-04-29,Backpack,Gift,North,160,414560,447025,11015,10062,468102,0,53542,Loss,11.44,High Logistics,18,Female,Monsoon,Diwali,Seasonal Spike
18594,2025-04-07,Fan,Accessories,West,99,469854,515410,14949,11655,542014,0,72160,Loss,13.31,High Logistics,35,Female,Monsoon,Holi,Stable
18595,2025-05-08,Refrigerator,Electronics,East,151,603396,642755,5216,7965,655936,0,52540,Loss,8.01,Off Season,34,Female,Monsoon,Ugadi,Low Demand
18596,2025-01-17,Jeans,Accessories,West,39,117156,125084,9506,12254,146844,0,29688,Loss,20.22,High Cost,45,Female,Monsoon,Holi,High Demand
18597,2025-05-01,Fan,Accessories,North,79,287323,272614,5023,14024,291661,0,4338,Loss,1.49,Low Sales,29,Male,Monsoon,Holi,Seasonal Spike
18598,2025-01-30,Backpack,Accessories,East,198,388872,425408,5601,6247,437256,0,48384,Loss,11.07,Low Sales,25,Male,Spring,Diwali,Low Demand
18599,2025-03-26,Gift Hampers,Electronics,North,118,221132,242362,9727,9677,261766,0,40634,Loss,15.52,High Cost,22,Male,Monsoon,Diwali,Low Demand
18600,2025-02-08,Mobile,Food,North,48,110352,126460,6037,10425,142922,0,32570,Loss,22.79,High Cost,32,Female,Monsoon,Diwali,Stable
18601,2025-01-08,Umbrella,Food,East,189,693819,661152,8738,8692,678582,15237,0,Profit,0,None,41,Female,Spring,Holi,High Demand
18602,2025-01-09,Gift Hampers,Electronics,North,195,294060,245374,14265,7355,266994,27066,0,Profit,0,None,34,Female,Monsoon,Ugadi,Stable
18603,2025-02-12,Jeans,Accessories,South,112,556864,507224,8658,12542,528424,28440,0,Profit,0,None,33,Male,Monsoon,Valentine,Stable
18604,2025-07-05,Shoes,Electronics,West,176,439824,458814,14401,14863,488078,0,48254,Loss,9.89,High Cost,45,Female,Winter,Holi,Low Demand
18605,2025-03-13,Smartphone,Fashion,South,91,127127,93612,18986,7557,120155,6972,0,Profit,0,None,19,Female,Winter,Ugadi,Trending
18606,2025-02-09,Shoes,Electronics,North,62,149606,116919,12782,11218,140919,8687,0,Profit,0,None,49,Female,Winter,Diwali,Trending
18607,2025-02-22,TV,Accessories,West,61,64660,85020,9837,6238,101095,0,36435,Loss,36.04,High Cost,33,Male,Monsoon,Diwali,Trending
18608,2025-04-24,TV,Accessories,South,182,716170,690065,8960,7431,706456,9714,0,Profit,0,None,46,Female,Monsoon,Ugadi,Seasonal Spike
18609,2025-05-20,Fan,Fashion,East,146,189654,147836,13146,5611,166593,23061,0,Profit,0,None,49,Male,Monsoon,None,High Demand
18610,2025-04-10,Raincoat,Electronics,South,171,382698,347263,11808,8116,367187,15511,0,Profit,0,None,50,Male,Monsoon,Valentine,Stable
18611,2025-03-29,Watch,Accessories,East,73,262289,245238,12855,14677,272770,0,10481,Loss,3.84,High Cost,46,Female,Winter,None,Low Demand
18612,2025-04-05,Sweets,Electronics,East,31,140337,114624,12332,5050,132006,8331,0,Profit,0,None,46,Female,Spring,Valentine,Low Demand
18613,2025-03-17,Shoes,Fashion,South,103,377907,402743,13000,7537,423280,0,45373,Loss,10.72,High Cost,39,Male,Winter,Holi,High Demand
18614,2025-01-11,Backpack,Food,South,59,208801,194997,19319,8080,222396,0,13595,Loss,6.11,Low Sales,25,Male,Spring,Valentine,Seasonal Spike
18615,2025-03-30,Saree,Fashion,North,152,317984,321553,5231,13780,340564,0,22580,Loss,6.63,Low Sales,50,Female,Monsoon,Valentine,Seasonal Spike
18616,2025-04-05,T-Shirt,Fashion,East,71,318009,277953,10266,9855,298074,19935,0,Profit,0,None,45,Female,Monsoon,Ugadi,High Demand
18617,2025-05-14,Raincoat,Gift,South,36,71028,30045,14301,9712,54058,16970,0,Profit,0,None,45,Female,Winter,Diwali,High Demand
18618,2025-02-05,TV,Accessories,West,147,491715,536677,15597,9393,561667,0,69952,Loss,12.45,Off Season,29,Female,Summer,Holi,Trending
18619,2025-02-02,Laptop,Food,West,24,38400,41951,12239,14083,68273,0,29873,Loss,43.76,Off Season,26,Male,Summer,Diwali,Trending
18620,2025-06-07,Smartphone,Electronics,South,166,379808,397652,17555,10249,425456,0,45648,Loss,10.73,High Logistics,47,Male,Summer,Valentine,Stable
18621,2025-03-25,TV,Accessories,South,43,162067,200742,7437,6886,215065,0,52998,Loss,24.64,High Logistics,22,Male,Winter,None,High Demand
18622,2025-03-30,Fan,Gift,West,97,428352,400630,17294,11628,429552,0,1200,Loss,0.28,High Cost,49,Female,Summer,Diwali,Stable
18623,2025-01-18,Shoes,Accessories,South,191,534036,546266,8236,7341,561843,0,27807,Loss,4.95,High Cost,18,Male,Winter,Ugadi,Stable
18624,2025-03-08,Raincoat,Electronics,South,73,337698,367895,5876,13004,386775,0,49077,Loss,12.69,High Logistics,48,Male,Monsoon,Diwali,High Demand
18625,2025-02-01,Fan,Gift,East,77,106876,58346,7309,11140,76795,30081,0,Profit,0,None,21,Male,Monsoon,Ugadi,High Demand
18626,2025-01-05,Gift Hampers,Accessories,South,139,204469,164028,14784,8230,187042,17427,0,Profit,0,None,40,Female,Monsoon,Valentine,Seasonal Spike
18627,2025-04-16,Umbrella,Electronics,South,99,168300,130766,16038,6241,153045,15255,0,Profit,0,None,34,Male,Summer,Holi,Trending
18628,2025-02-11,Raincoat,Food,East,173,354131,326109,16024,8741,350874,3257,0,Profit,0,None,37,Male,Summer,None,High Demand
18629,2025-02-10,Fan,Food,West,30,118140,157952,10859,7271,176082,0,57942,Loss,32.91,High Cost,47,Male,Summer,None,Trending
18630,2025-03-21,Cooler,Fashion,South,72,277776,311168,8457,5340,324965,0,47189,Loss,14.52,High Logistics,48,Female,Winter,Holi,Stable
18631,2025-02-02,Mobile,Gift,South,198,809028,788227,14392,8994,811613,0,2585,Loss,0.32,High Logistics,20,Female,Monsoon,Diwali,Stable
18632,2025-02-19,Jeans,Gift,South,36,139464,121273,6083,7274,134630,4834,0,Profit,0,None,30,Female,Winter,Ugadi,High Demand
18633,2025-02-23,T-Shirt,Fashion,East,79,386547,386748,10894,7355,404997,0,18450,Loss,4.56,Off Season,29,Female,Spring,Valentine,Seasonal Spike
18634,2025-06-28,Saree,Fashion,West,48,72240,83964,12632,14092,110688,0,38448,Loss,34.74,Off Season,41,Female,Spring,Ugadi,Low Demand
18635,2025-03-19,Watch,Gift,South,93,260772,295978,17387,12967,326332,0,65560,Loss,20.09,High Logistics,33,Female,Summer,Valentine,Stable
18636,2025-02-12,Saree,Gift,South,89,264508,312451,18311,14197,344959,0,80451,Loss,23.32,High Logistics,25,Male,Summer,Valentine,High Demand
18637,2025-06-23,Headphones,Food,South,88,260304,294033,12057,14800,320890,0,60586,Loss,18.88,Off Season,48,Female,Winter,Ugadi,Seasonal Spike
18638,2025-02-10,AC,Gift,West,54,96012,123420,17240,13965,154625,0,58613,Loss,37.91,Low Sales,19,Female,Summer,Valentine,Seasonal Spike
18639,2025-05-01,Umbrella,Accessories,West,91,250068,271773,12012,13091,296876,0,46808,Loss,15.77,Low Sales,45,Male,Winter,None,Low Demand
18640,2025-01-25,Raincoat,Accessories,West,54,83214,101922,9696,11888,123506,0,40292,Loss,32.62,High Cost,38,Male,Monsoon,Valentine,High Demand
18641,2025-05-04,Sweets,Food,East,73,142496,127181,9294,14937,151412,0,8916,Loss,5.89,High Logistics,45,Male,Spring,None,Low Demand
18642,2025-06-29,Laptop,Gift,North,101,159277,159895,8374,9990,178259,0,18982,Loss,10.65,Low Sales,50,Male,Spring,Holi,Seasonal Spike
18643,2025-03-31,Refrigerator,Accessories,North,108,121176,122192,11439,9588,143219,0,22043,Loss,15.39,High Cost,44,Female,Summer,None,Stable
18644,2025-01-07,Cooler,Food,East,55,264660,284268,15782,7339,307389,0,42729,Loss,13.9,Low Sales,50,Male,Winter,Holi,Trending
18645,2025-07-15,Shoes,Electronics,North,78,367848,415142,6443,13970,435555,0,67707,Loss,15.54,High Cost,25,Female,Monsoon,Valentine,Seasonal Spike
18646,2025-02-11,Umbrella,Gift,West,106,209668,217395,18207,14796,250398,0,40730,Loss,16.27,High Logistics,25,Male,Monsoon,Diwali,Stable
18647,2025-03-06,Umbrella,Gift,North,98,336238,313011,17683,12254,342948,0,6710,Loss,1.96,High Cost,22,Female,Winter,Valentine,Stable
18648,2025-05-18,Gift Hampers,Electronics,South,149,670947,678581,17467,10868,706916,0,35969,Loss,5.09,Off Season,48,Female,Winter,Ugadi,Seasonal Spike
18649,2025-02-09,TV,Fashion,East,34,92922,47266,17249,8200,72715,20207,0,Profit,0,None,33,Male,Winter,None,Seasonal Spike
18650,2025-01-22,Watch,Electronics,North,79,113760,123495,18881,13010,155386,0,41626,Loss,26.79,Off Season,43,Female,Monsoon,Holi,Seasonal Spike
18651,2025-06-14,Gift Hampers,Gift,South,196,548996,579733,16313,13542,609588,0,60592,Loss,9.94,High Cost,49,Female,Winter,Holi,Trending
18652,2025-03-29,Mobile,Fashion,East,193,200527,170322,7610,9555,187487,13040,0,Profit,0,None,29,Male,Spring,Diwali,Low Demand
18653,2025-05-20,Refrigerator,Gift,North,126,208404,230275,17974,13738,261987,0,53583,Loss,20.45,Off Season,26,Female,Monsoon,Ugadi,Seasonal Spike
18654,2025-01-23,Jeans,Accessories,East,122,332694,324653,15258,14158,354069,0,21375,Loss,6.04,High Logistics,18,Female,Winter,Holi,Stable
18655,2025-02-05,Smartphone,Accessories,East,60,150300,115109,10418,6673,132200,18100,0,Profit,0,None,21,Female,Summer,None,Stable
18656,2025-03-05,AC,Electronics,East,117,469053,498250,10236,11555,520041,0,50988,Loss,9.8,High Logistics,31,Male,Monsoon,Ugadi,Stable
18657,2025-04-29,Watch,Gift,North,173,221613,268948,6675,6345,281968,0,60355,Loss,21.4,Low Sales,47,Female,Winter,Valentine,Stable
18658,2025-02-07,Laptop,Food,East,140,696780,651032,10754,6050,667836,28944,0,Profit,0,None,48,Female,Monsoon,Holi,Seasonal Spike
18659,2025-06-11,AC,Food,East,145,221560,262436,12244,7885,282565,0,61005,Loss,21.59,Low Sales,25,Female,Summer,Valentine,Low Demand
18660,2025-06-02,TV,Food,West,66,132462,105957,11038,7795,124790,7672,0,Profit,0,None,24,Female,Summer,None,Stable
18661,2025-06-19,Gift Hampers,Gift,East,160,371520,371371,14239,8045,393655,0,22135,Loss,5.62,High Logistics,28,Female,Winter,Diwali,Seasonal Spike
18662,2025-06-08,Laptop,Electronics,West,144,264384,302600,19064,10907,332571,0,68187,Loss,20.5,Low Sales,50,Male,Monsoon,None,Stable
18663,2025-06-27,Cooler,Gift,West,52,59072,49332,16716,10568,76616,0,17544,Loss,22.9,Off Season,44,Female,Monsoon,Holi,Low Demand
18664,2025-04-28,Saree,Gift,West,140,179760,219678,18371,12537,250586,0,70826,Loss,28.26,High Logistics,42,Female,Spring,Holi,Low Demand
18665,2025-03-06,Smartphone,Gift,West,49,147637,165875,18312,12032,196219,0,48582,Loss,24.76,Low Sales,36,Female,Spring,Ugadi,Low Demand
18666,2025-01-18,Watch,Food,South,115,489785,482907,17624,7211,507742,0,17957,Loss,3.54,Off Season,21,Male,Monsoon,Holi,Seasonal Spike
18667,2025-06-04,Jeans,Accessories,West,132,272316,310556,15185,9599,335340,0,63024,Loss,18.79,Off Season,19,Female,Winter,Diwali,Seasonal Spike
18668,2025-04-22,AC,Electronics,South,83,338640,345854,8502,12355,366711,0,28071,Loss,7.65,High Cost,18,Female,Monsoon,Ugadi,Trending
18669,2025-06-19,Refrigerator,Electronics,East,37,117697,86519,9818,11334,107671,10026,0,Profit,0,None,29,Male,Spring,Diwali,High Demand
18670,2025-05-11,TV,Food,South,152,570304,591156,18426,5493,615075,0,44771,Loss,7.28,High Cost,45,Male,Monsoon,Diwali,Low Demand
18671,2025-01-29,Sweets,Gift,East,106,423894,428981,5855,8941,443777,0,19883,Loss,4.48,High Cost,47,Male,Summer,Holi,Low Demand
18672,2025-05-10,T-Shirt,Fashion,South,191,586752,604371,17276,7820,629467,0,42715,Loss,6.79,Off Season,33,Female,Monsoon,Diwali,Trending
18673,2025-05-20,TV,Electronics,West,53,260124,309571,14230,8626,332427,0,72303,Loss,21.75,Low Sales,33,Female,Winter,None,Stable
18674,2025-03-07,Fan,Electronics,West,177,358425,315081,17004,5230,337315,21110,0,Profit,0,None,41,Male,Monsoon,Holi,Low Demand
18675,2025-07-19,Jeans,Gift,West,155,423150,459442,11793,7947,479182,0,56032,Loss,11.69,Low Sales,18,Male,Monsoon,Ugadi,Trending
18676,2025-01-29,Saree,Electronics,West,92,330924,376588,8757,12718,398063,0,67139,Loss,16.87,High Cost,19,Male,Summer,Valentine,Stable
18677,2025-01-10,Sweets,Fashion,North,42,173628,206325,12127,7322,225774,0,52146,Loss,23.1,High Logistics,47,Male,Spring,None,Trending
18678,2025-06-22,Backpack,Accessories,East,195,865995,876292,7563,14189,898044,0,32049,Loss,3.57,High Cost,21,Female,Monsoon,Holi,Seasonal Spike
18679,2025-02-09,Fan,Food,North,56,108136,94792,11339,12010,118141,0,10005,Loss,8.47,Off Season,44,Female,Monsoon,Valentine,Seasonal Spike
18680,2025-07-07,Backpack,Electronics,South,117,572130,542782,7996,12669,563447,8683,0,Profit,0,None,38,Female,Summer,Holi,Trending
18681,2025-06-07,Fan,Gift,North,190,465880,443157,17149,5276,465582,298,0,Profit,0,None,23,Female,Spring,Diwali,Stable
18682,2025-04-22,Jeans,Fashion,West,82,245836,292723,6773,6147,305643,0,59807,Loss,19.57,Low Sales,44,Female,Summer,Diwali,Seasonal Spike
18683,2025-04-13,Mobile,Accessories,South,71,224786,215054,11821,9614,236489,0,11703,Loss,4.95,Off Season,21,Female,Monsoon,Ugadi,Seasonal Spike
18684,2025-04-05,Smartphone,Electronics,East,68,261392,283377,7879,10191,301447,0,40055,Loss,13.29,High Logistics,34,Female,Summer,Holi,Stable
18685,2025-01-15,Smartphone,Fashion,North,179,482584,498413,14190,14652,527255,0,44671,Loss,8.47,Low Sales,24,Male,Monsoon,Valentine,Low Demand
18686,2025-04-15,Gift Hampers,Gift,North,166,616192,569549,16929,8443,594921,21271,0,Profit,0,None,38,Male,Spring,Valentine,Trending
18687,2025-03-19,Shoes,Gift,West,102,316200,297015,12931,10356,320302,0,4102,Loss,1.28,High Cost,19,Female,Summer,None,Seasonal Spike
18688,2025-04-13,Fan,Food,North,162,175446,221084,8735,13011,242830,0,67384,Loss,27.75,High Cost,38,Male,Summer,Holi,Trending
18689,2025-02-10,Fan,Electronics,West,94,242802,242934,16753,11168,270855,0,28053,Loss,10.36,High Cost,37,Female,Spring,Holi,High Demand
18690,2025-06-28,Cooler,Accessories,North,102,198492,183141,5163,13707,202011,0,3519,Loss,1.74,Low Sales,36,Female,Summer,Holi,Trending
18691,2025-03-14,Fan,Accessories,North,128,175616,139920,8898,7995,156813,18803,0,Profit,0,None,33,Male,Monsoon,Diwali,Seasonal Spike
18692,2025-05-09,Watch,Electronics,South,110,139920,119767,13789,12944,146500,0,6580,Loss,4.49,High Logistics,30,Female,Winter,Valentine,High Demand
18693,2025-06-03,Umbrella,Gift,South,136,419696,433697,19823,12742,466262,0,46566,Loss,9.99,Off Season,38,Female,Spring,Valentine,Seasonal Spike
18694,2025-05-20,Sweets,Gift,South,84,356076,338995,5771,8533,353299,2777,0,Profit,0,None,24,Female,Monsoon,Valentine,High Demand
18695,2025-01-25,AC,Gift,East,111,353313,385637,5294,10604,401535,0,48222,Loss,12.01,Off Season,23,Female,Monsoon,None,Low Demand
18696,2025-03-10,Gift Hampers,Gift,North,117,232947,262790,19197,12464,294451,0,61504,Loss,20.89,Off Season,38,Female,Monsoon,Valentine,Seasonal Spike
18697,2025-06-11,TV,Gift,South,136,589560,631329,12832,6396,650557,0,60997,Loss,9.38,Off Season,31,Female,Winter,Ugadi,Low Demand
18698,2025-03-02,Headphones,Fashion,West,160,601280,577385,8326,11248,596959,4321,0,Profit,0,None,22,Male,Monsoon,Diwali,Stable
18699,2025-04-03,Saree,Food,South,180,734760,704069,13771,14831,732671,2089,0,Profit,0,None,28,Female,Summer,None,Trending
18700,2025-02-02,Cooler,Food,East,183,382104,391834,16853,5685,414372,0,32268,Loss,7.79,Low Sales,50,Female,Summer,Ugadi,Stable
18701,2025-02-17,Refrigerator,Electronics,North,71,179488,190021,8435,14130,212586,0,33098,Loss,15.57,High Cost,38,Female,Spring,None,Low Demand
18702,2025-05-28,Sweets,Food,West,129,390870,390080,14371,12807,417258,0,26388,Loss,6.32,Low Sales,32,Male,Winter,Holi,Stable
18703,2025-04-07,Umbrella,Electronics,North,167,546090,575657,6438,11291,593386,0,47296,Loss,7.97,Off Season,44,Male,Spring,Ugadi,Low Demand
18704,2025-01-21,Backpack,Accessories,West,40,60720,30221,11227,7402,48850,11870,0,Profit,0,None,36,Male,Spring,Valentine,Stable
18705,2025-05-26,Smartphone,Gift,East,120,541080,492329,13198,6685,512212,28868,0,Profit,0,None,22,Male,Monsoon,None,Stable
18706,2025-02-04,Umbrella,Accessories,East,96,368640,369582,16186,9615,395383,0,26743,Loss,6.76,Off Season,37,Female,Monsoon,Holi,Stable
18707,2025-01-01,Jeans,Accessories,East,127,293497,342111,6515,13334,361960,0,68463,Loss,18.91,High Cost,26,Male,Monsoon,Diwali,High Demand
18708,2025-03-01,Saree,Fashion,South,81,127575,82019,8957,5954,96930,30645,0,Profit,0,None,48,Female,Summer,None,High Demand
18709,2025-05-15,Watch,Fashion,West,93,93372,104052,12864,6277,123193,0,29821,Loss,24.21,High Logistics,30,Female,Winter,Ugadi,Stable
18710,2025-04-15,Smartphone,Food,South,96,96768,54078,15750,14734,84562,12206,0,Profit,0,None,26,Female,Monsoon,None,Stable
18711,2025-03-09,Raincoat,Fashion,East,199,340688,335511,12672,12386,360569,0,19881,Loss,5.51,High Logistics,39,Male,Winter,None,Seasonal Spike
18712,2025-01-01,Saree,Accessories,North,127,634238,644439,8632,10044,663115,0,28877,Loss,4.35,High Logistics,32,Male,Summer,Valentine,High Demand
18713,2025-07-14,Umbrella,Electronics,West,166,274232,275796,14307,14031,304134,0,29902,Loss,9.83,Off Season,33,Female,Spring,Holi,Low Demand
18714,2025-03-23,Cooler,Accessories,North,133,255759,240396,16919,12200,269515,0,13756,Loss,5.1,High Logistics,19,Male,Spring,None,Stable
18715,2025-04-29,AC,Electronics,South,70,168140,208637,10228,7689,226554,0,58414,Loss,25.78,High Cost,19,Male,Spring,Ugadi,Low Demand
18716,2025-05-09,Refrigerator,Gift,East,56,192472,235986,7310,14684,257980,0,65508,Loss,25.39,Low Sales,33,Female,Winter,None,Stable
18717,2025-07-05,Sweets,Gift,West,109,440142,474828,16163,7943,498934,0,58792,Loss,11.78,High Logistics,21,Female,Spring,Holi,Trending
18718,2025-05-16,Watch,Fashion,West,102,509184,503907,14146,13310,531363,0,22179,Loss,4.17,High Logistics,38,Male,Spring,Diwali,Low Demand
18719,2025-04-03,T-Shirt,Fashion,West,25,90000,66355,10971,7084,84410,5590,0,Profit,0,None,41,Male,Winter,None,Trending
18720,2025-05-31,AC,Fashion,South,74,126614,140988,13431,7650,162069,0,35455,Loss,21.88,Off Season,19,Male,Monsoon,Holi,Stable
18721,2025-04-25,Shoes,Accessories,South,104,135200,123857,7978,5451,137286,0,2086,Loss,1.52,Off Season,38,Male,Spring,Ugadi,Stable
18722,2025-01-07,TV,Gift,South,139,438545,472618,12110,5673,490401,0,51856,Loss,10.57,High Cost,24,Female,Winter,Diwali,Seasonal Spike
18723,2025-03-19,Gift Hampers,Fashion,West,46,80086,45675,9545,8478,63698,16388,0,Profit,0,None,43,Female,Monsoon,Diwali,High Demand
18724,2025-06-21,Raincoat,Gift,West,146,258420,239811,7166,14847,261824,0,3404,Loss,1.3,Low Sales,32,Female,Winter,Valentine,Low Demand
18725,2025-03-31,Watch,Electronics,North,49,83006,77880,17551,10223,105654,0,22648,Loss,21.44,High Cost,33,Male,Summer,Ugadi,High Demand
18726,2025-01-20,T-Shirt,Electronics,North,109,415617,375906,13901,7470,397277,18340,0,Profit,0,None,29,Male,Spring,Diwali,Trending
18727,2025-07-10,Cooler,Food,South,139,264100,264436,5649,5833,275918,0,11818,Loss,4.28,High Cost,29,Female,Winter,Valentine,Trending
18728,2025-04-25,Refrigerator,Food,East,135,651510,652998,8768,7186,668952,0,17442,Loss,2.61,Off Season,34,Female,Monsoon,Valentine,Low Demand
18729,2025-02-26,Raincoat,Fashion,North,86,157638,194546,9320,11225,215091,0,57453,Loss,26.71,Off Season,43,Female,Winter,Ugadi,Stable
18730,2025-03-06,Mobile,Gift,East,143,431717,447279,7070,9834,464183,0,32466,Loss,6.99,Low Sales,30,Male,Summer,Valentine,Low Demand
18731,2025-01-12,Refrigerator,Gift,North,51,170595,170182,8160,10483,188825,0,18230,Loss,9.65,High Cost,29,Female,Monsoon,Diwali,Low Demand
18732,2025-03-12,Smartphone,Food,East,197,446993,408417,6512,14205,429134,17859,0,Profit,0,None,23,Male,Winter,Holi,Low Demand
18733,2025-01-21,T-Shirt,Food,North,160,637120,641857,11653,8869,662379,0,25259,Loss,3.81,Low Sales,34,Male,Spring,Valentine,Trending
18734,2025-01-19,Cooler,Gift,East,176,707872,719354,10779,14305,744438,0,36566,Loss,4.91,Off Season,25,Female,Spring,Valentine,Trending
18735,2025-03-22,AC,Electronics,South,65,224055,223057,9311,6354,238722,0,14667,Loss,6.14,High Cost,39,Female,Spring,Diwali,Stable
18736,2025-01-31,Backpack,Fashion,West,118,124136,77903,14470,6584,98957,25179,0,Profit,0,None,36,Female,Spring,None,Seasonal Spike
18737,2025-07-01,Saree,Gift,South,37,126133,123145,13722,10221,147088,0,20955,Loss,14.25,Low Sales,44,Male,Winter,Holi,Trending
18738,2025-03-08,Headphones,Electronics,North,176,580272,578979,16411,6101,601491,0,21219,Loss,3.53,Off Season,42,Male,Spring,Valentine,Stable
18739,2025-03-21,AC,Fashion,East,119,539665,496359,8408,14050,518817,20848,0,Profit,0,None,50,Male,Summer,None,High Demand
18740,2025-05-22,Smartphone,Accessories,West,111,128427,168068,19532,14432,202032,0,73605,Loss,36.43,High Logistics,37,Female,Summer,Diwali,Seasonal Spike
18741,2025-01-28,Shoes,Food,South,36,94176,137098,12625,14446,164169,0,69993,Loss,42.63,Low Sales,41,Male,Winter,None,High Demand
18742,2025-02-15,AC,Electronics,South,180,815940,835170,16425,13702,865297,0,49357,Loss,5.7,High Cost,46,Female,Winter,None,Low Demand
18743,2025-03-15,Fan,Food,West,179,368024,354440,17742,13847,386029,0,18005,Loss,4.66,Low Sales,40,Female,Summer,None,Seasonal Spike
18744,2025-01-01,Saree,Food,South,98,329868,345912,17135,10442,373489,0,43621,Loss,11.68,Off Season,36,Female,Spring,Diwali,High Demand
18745,2025-01-18,Smartphone,Gift,East,160,762880,739759,5008,8113,752880,10000,0,Profit,0,None,35,Female,Winter,Diwali,Seasonal Spike
18746,2025-05-04,Gift Hampers,Electronics,East,110,355850,352881,17230,14329,384440,0,28590,Loss,7.44,High Logistics,38,Female,Winter,Ugadi,Low Demand
18747,2025-07-04,Umbrella,Accessories,South,171,459990,450967,12252,5272,468491,0,8501,Loss,1.81,Low Sales,40,Female,Spring,None,Seasonal Spike
18748,2025-04-30,Jeans,Fashion,East,104,322192,349302,17569,8833,375704,0,53512,Loss,14.24,Off Season,38,Male,Monsoon,None,Seasonal Spike
18749,2025-03-11,Watch,Electronics,South,188,331444,284103,14623,11652,310378,21066,0,Profit,0,None,24,Female,Summer,None,High Demand
18750,2025-04-01,Sweets,Fashion,East,152,533824,575884,15244,5193,596321,0,62497,Loss,10.48,High Cost,42,Female,Winter,Valentine,Seasonal Spike
18751,2025-02-19,Jeans,Fashion,East,157,237541,202528,6648,14691,223867,13674,0,Profit,0,None,47,Male,Monsoon,Ugadi,Low Demand
18752,2025-02-25,Mobile,Accessories,East,129,528900,523325,5579,12043,540947,0,12047,Loss,2.23,Off Season,50,Female,Summer,None,Trending
18753,2025-02-16,Saree,Gift,East,77,225225,229758,7232,11227,248217,0,22992,Loss,9.26,Low Sales,35,Female,Winter,Ugadi,Low Demand
18754,2025-05-22,AC,Gift,West,194,927708,916791,18638,5872,941301,0,13593,Loss,1.44,High Cost,24,Male,Winter,Ugadi,Low Demand
18755,2025-06-02,Raincoat,Fashion,South,44,171380,149318,8428,7601,165347,6033,0,Profit,0,None,39,Male,Summer,Diwali,Trending
18756,2025-01-20,Cooler,Electronics,West,83,371840,379175,7903,10795,397873,0,26033,Loss,6.54,High Logistics,38,Female,Summer,None,Low Demand
18757,2025-03-24,Raincoat,Electronics,West,173,512772,490023,9461,5433,504917,7855,0,Profit,0,None,38,Female,Summer,Valentine,High Demand
18758,2025-06-30,Jeans,Accessories,West,59,250691,239887,18030,14206,272123,0,21432,Loss,7.88,High Cost,37,Male,Summer,Ugadi,Low Demand
18759,2025-02-28,Gift Hampers,Food,South,106,121900,73795,5912,9873,89580,32320,0,Profit,0,None,49,Female,Monsoon,Ugadi,Low Demand
18760,2025-01-06,Cooler,Fashion,South,126,449190,480854,10818,6278,497950,0,48760,Loss,9.79,Low Sales,30,Male,Summer,Valentine,High Demand
18761,2025-04-14,Jeans,Gift,South,95,255265,225271,8315,14749,248335,6930,0,Profit,0,None,36,Female,Summer,None,Seasonal Spike
18762,2025-06-17,Shoes,Accessories,East,179,464684,469967,12754,8039,490760,0,26076,Loss,5.31,High Cost,32,Male,Monsoon,Holi,Trending
18763,2025-03-04,Gift Hampers,Food,East,142,581774,601581,15019,7022,623622,0,41848,Loss,6.71,High Logistics,21,Female,Spring,Diwali,Seasonal Spike
18764,2025-06-26,TV,Electronics,West,163,342137,351308,6733,5653,363694,0,21557,Loss,5.93,High Logistics,33,Male,Summer,Valentine,Stable
18765,2025-06-16,Saree,Gift,North,158,340964,345178,7880,10833,363891,0,22927,Loss,6.3,Low Sales,27,Female,Winter,None,Stable
18766,2025-02-17,Mobile,Fashion,West,78,114738,109955,15243,8020,133218,0,18480,Loss,13.87,Low Sales,46,Female,Winter,None,Trending
18767,2025-06-07,Umbrella,Fashion,East,118,543036,493941,18578,7630,520149,22887,0,Profit,0,None,28,Male,Winter,Holi,Low Demand
18768,2025-06-13,AC,Food,South,177,441615,416683,11520,6270,434473,7142,0,Profit,0,None,23,Female,Winter,Ugadi,Low Demand
18769,2025-03-23,Raincoat,Electronics,West,43,127710,160396,14291,8455,183142,0,55432,Loss,30.27,High Logistics,48,Male,Monsoon,Diwali,Seasonal Spike
18770,2025-03-24,Mobile,Accessories,West,122,386740,395166,6012,10359,411537,0,24797,Loss,6.03,High Logistics,48,Male,Spring,Ugadi,Seasonal Spike
